Protein ID,Protein names,Gene names,dirsign,BCC count,BCC proportion,SCC count,SCC proportion,Proportion_Test Rank,HG_Test Rank,Wilcoxon Rank,Minimal Rank
H0Y8R1, G-rich sequence factor 1 (Fragment); G-rich sequence factor 1,GRSF1,UP,1.0,0.016666666666666666,0.0,0.0,3697.5,5465.5,5580.5,3697.5
H0Y9X1, Translation machinery-associated protein 16 (Fragment); Translation machinery-associated protein 16,TMA16,DOWN,0.0,0.0,1.0,0.015873015873015872,3923.5,5725.0,5776.0,3923.5
H0YA18, Ufm1-specific protease 2 (Fragment); Ufm1-specific protease 2,UFSP2,DOWN,0.0,0.0,0.0,0.0,6824.0,6826.5,6828.0,6824.0
H0YN05, Ceramide synthase 3 (Fragment); Ceramide synthase 3,CERS3,DOWN,0.0,0.0,2.0,0.031746031746031744,2825.0,3780.5,4873.0,2825.0
H0YNG3, Signal peptidase complex catalytic subunit SEC11; Signal peptidase complex catalytic subunit SEC11A,SEC11A,DOWN,1.0,0.016666666666666666,7.0,0.1111111111111111,1267.5,1401.5,2650.0,1267.5
H3BN55, Small monomeric GTPase (Fragment); Ras-related protein Rab-27A,RAB27A,DOWN,3.0,0.05,14.0,0.2222222222222222,388.5,379.5,1087.5,379.5
H7BZ95, Dermokine (Fragment); Dermokine,DMKN,DOWN,4.0,0.06666666666666667,10.0,0.15873015873015872,2285.5,2192.5,2455.5,2192.5
H7C3X5, Syntaxin-5 (Fragment); Syntaxin-5,STX5,DOWN,1.0,0.016666666666666666,6.0,0.09523809523809523,1695.5,1867.5,3057.5,1695.5
I3L1D4, RNA-binding protein fox-1 homolog 1 (Fragment); RNA-binding protein fox-1 homolog 2 (Fragment),RBFOX1;RBFOX2,DOWN,1.0,0.016666666666666666,6.0,0.09523809523809523,1695.5,1867.5,3100.5,1695.5
I3L1K7, Golgi SNAP receptor complex member 2 OS=Homo sapiens OX=9606 GN=,GOSR2,DOWN,0.0,0.0,0.0,0.0,6824.0,6826.5,6828.0,6824.0
J3KPD6, Tyrosine-protein kinase; Tyrosine-protein kinase HCK,HCK;HC,DOWN,0.0,0.0,0.0,0.0,6824.0,6826.5,6828.0,6824.0
J3KQ48," Aminoacyl-tRNA hydrolase; Peptidyl-tRNA hydrolase 2, mitochondrial",PTRH2,DOWN,0.0,0.0,2.0,0.031746031746031744,2825.0,3780.5,4873.0,2825.0
J3KQ99," HLA class II histocompatibility antigen, DP alpha 1 chain (Fragment)",HLA-DPA1,DOWN,1.0,0.016666666666666666,7.0,0.1111111111111111,1267.5,1401.5,2582.0,1267.5
J3QLR8," 28S ribosomal protein S23, mitochondrial",MRPS23,DOWN,4.0,0.06666666666666667,5.0,0.07936507936507936,5811.5,6039.5,6025.0,5811.5
J3QQZ9, Pyridoxal 5-phosphate synthase (Fragment); Pyridoxine-5-phosphate oxidase,PNPO,DOWN,4.0,0.06666666666666667,13.0,0.20634920634920634,1074.0,1070.0,1513.5,1070.0
J3QTA6, MICOS complex subunit MIC25; MICOS complex subunit MIC25 (Fragment),CHCHD6,DOWN,1.0,0.016666666666666666,4.0,0.06349206349206349,3016.0,3182.5,4194.5,3016.0
K7EKI4," 39S ribosomal protein L4, mitochondrial; 39S ribosomal protein L4, mitochondrial (Fragment)",MRPL4,DOWN,0.0,0.0,0.0,0.0,6824.0,6826.5,6828.0,6824.0
K7ENW6," Keratin, type I cytoskeletal 16 (Fragment)",KRT16,DOWN,0.0,0.0,1.0,0.015873015873015872,3923.5,5725.0,5776.0,3923.5
L0R6Q1, SLC35A4 upstream open reading frame protein,SLC35A4,DOWN,1.0,0.016666666666666666,3.0,0.047619047619047616,4099.0,4328.0,4988.5,4099.0
M0R0N4, AP complex subunit sigma; AP-2 complex subunit sigma,AP2S1,DOWN,1.0,0.016666666666666666,7.0,0.1111111111111111,1267.5,1401.5,2526.5,1267.5
M0R116, Sodium/potassium-transporting ATPase subunit alpha,ATP1A3,DOWN,1.0,0.016666666666666666,7.0,0.1111111111111111,1267.5,1401.5,2526.5,1267.5
O00339, Matrilin-2; Matrilin-2 (Fragment),MATN2,DOWN,0.0,0.0,0.0,0.0,6824.0,6826.5,6828.0,6824.0
O76014," Keratin, type I cuticular Ha7",KRT37,DOWN,3.0,0.05,5.0,0.07936507936507936,4805.5,4768.5,4988.5,4768.5
P05451, Lithostathine-1-alpha; Lithostathine-1-beta,REG1A;REG1B,DOWN,0.0,0.0,4.0,0.06349206349206349,1541.5,1907.0,3544.5,1541.5
P19320, Vascular cell adhesion protein 1,VCAM1,DOWN,0.0,0.0,2.0,0.031746031746031744,2825.0,3780.5,4873.0,2825.0
P29317, Ephrin type-A receptor 2,EPHA2,DOWN,0.0,0.0,4.0,0.06349206349206349,1541.5,1907.0,3544.5,1541.5
P43403, Tyrosine-protein kinase ZAP-70,ZAP70,DOWN,0.0,0.0,3.0,0.047619047619047616,2063.0,2638.0,4153.0,2063.0
Q16678, Cytochrome P450 1B1,CYP1B1,DOWN,0.0,0.0,0.0,0.0,6824.0,6826.5,6828.0,6824.0
Q2PPJ7, Ral GTPase-activating protein subunit alpha-2; Ral GTPase-activating protein subunit alpha-2 (Fragment),RALGAPA2,UP,4.0,0.06666666666666667,2.0,0.031746031746031744,4306.5,4227.5,4590.0,4227.5
Q5JRG1, Nucleoporin p58/p45 (Fragment); Nucleoporin p58/p45,NUP58,UP,1.0,0.016666666666666666,0.0,0.0,3697.5,5465.5,5580.5,3697.5
Q5QJ74, Tubulin-specific chaperone cofactor E-like protein; Tubulin-specific chaperone cofactor E-like protein (Fragment),TBCEL,DOWN,1.0,0.016666666666666666,2.0,0.031746031746031744,5186.5,5892.5,5892.0,5186.5
Q5QNY5, Peroxin-19 (Fragment); Peroxisomal biogenesis factor 19,PEX19,DOWN,0.0,0.0,1.0,0.015873015873015872,3923.5,5725.0,5776.0,3923.5
Q5SUL5," HLA class I histocompatibility antigen; HLA class I histocompatibility antigen, A alpha chain",HLA-A,DOWN,1.0,0.016666666666666666,6.0,0.09523809523809523,1695.5,1867.5,2989.0,1695.5
Q5T4F6, Cartilage acidic protein 1 (Fragment); Cartilage acidic protein 1,CRTAC1,UP,1.0,0.016666666666666666,1.0,0.015873015873015872,6471.0,6515.0,6527.5,6471.0
Q5TA58, Protein argonaute-1,AGO1,UP,1.0,0.016666666666666666,1.0,0.015873015873015872,6471.0,6515.0,6449.0,6449.0
Q5VZY9, Serine/threonine-protein kinase DCLK1,DCLK1,DOWN,0.0,0.0,3.0,0.047619047619047616,2063.0,2638.0,4153.0,2063.0
Q5Y7D2," HLA class II histocompatibility antigen DQ alpha chain; HLA class II histocompatibility antigen, DQ alpha 1 chain",HLA-DQA2;HLA-DQA1,DOWN,0.0,0.0,0.0,0.0,6824.0,6826.5,6828.0,6824.0
Q86Y46," Keratin, type II cytoskeletal 73",KRT73,DOWN,8.0,0.13333333333333333,19.0,0.30158730158730157,1030.0,1023.0,899.0,899.0
Q8N1I1, TRPM8 channel-associated factor 2; TRPM8 channel-associated factor 2C (Fragment),TCAF2;TCAF2C,DOWN,4.0,0.06666666666666667,14.0,0.2222222222222222,742.0,750.0,1178.0,742.0
Q8NF50, Dedicator of cytokinesis protein 8,DOCK8,UP,1.0,0.016666666666666666,1.0,0.015873015873015872,6471.0,6515.0,6449.0,6449.0
Q9BQS8, FYVE and coiled-coil domain-containing protein 1,FYCO1,DOWN,2.0,0.03333333333333333,9.0,0.14285714285714285,1247.5,1348.5,2117.0,1247.5
Q9BYE3, Late cornified envelope protein 3D,LCE3D,DOWN,1.0,0.016666666666666666,2.0,0.031746031746031744,5186.5,5892.5,5892.0,5186.5
Q9GZN4, Brain-specific serine protease 4,PRSS22,DOWN,0.0,0.0,3.0,0.047619047619047616,2063.0,2638.0,4153.0,2063.0
Q9NWB6, Arginine and glutamate-rich protein 1,ARGLU1,DOWN,1.0,0.016666666666666666,7.0,0.1111111111111111,1267.5,1401.5,2631.5,1267.5
R9WNI0, Synaptic functional regulator FMR1,FMR1,DOWN,2.0,0.03333333333333333,7.0,0.1111111111111111,2187.5,2256.5,3080.5,2187.5
V9GYM8, Guanine nucleotide exchange factor H1,ARHGEF2,DOWN,0.0,0.0,3.0,0.047619047619047616,2063.0,2638.0,4153.0,2063.0
V9GZ56, U6 snRNA-associated Sm-like protein LSm4 (Fragment); U6 snRNA-associated Sm-like protein LSm4,LSM4,DOWN,2.0,0.03333333333333333,9.0,0.14285714285714285,1247.5,1348.5,2141.5,1247.5
V9GZ60, Flavin-containing monooxygenase (Fragment); Dimethylaniline monooxygenase [N-oxide-forming] 3,FMO3,DOWN,0.0,0.0,0.0,0.0,6824.0,6826.5,6828.0,6824.0
X6R700, Chromatin target of PRMT1 protein,CHTOP,DOWN,0.0,0.0,5.0,0.07936507936507936,1105.5,1325.0,3022.0,1105.5
X6RCK5, Dynactin subunit 3 (Fragment); Dynactin subunit 3,DCTN3,DOWN,0.0,0.0,6.0,0.09523809523809523,717.0,830.0,2551.5,717.0
X6RLT1, Negative elongation factor C/D (Fragment); Negative elongation factor C/D,NELFCD,DOWN,0.0,0.0,1.0,0.015873015873015872,3923.5,5725.0,5776.0,3923.5
A0A024R6I7, Alpha-1-antitrypsin,SERPINA1,UP,12.0,0.2,11.0,0.1746031746031746,5695.5,5042.5,6102.0,5042.5
A0A075B6H9, Immunoglobulin lambda variable 4-69,IGLV4-69,DOWN,5.0,0.08333333333333333,14.0,0.2222222222222222,1224.0,1211.0,1375.5,1211.0
A0A087WTV1, Oxysterol-binding protein-related protein 2 (Fragment) OS=Homo sapiens OX=9606 GN; Oxysterol-binding protein OS=Homo sapiens OX=9606 GN,OSBPL2,DOWN,0.0,0.0,2.0,0.031746031746031744,2825.0,3780.5,4873.0,2825.0
A0A087WVS8, MOB kinase activator 2,MOB2,DOWN,3.0,0.05,6.0,0.09523809523809523,4148.0,3912.0,4069.0,3912.0
A0A087WW88, Charged multivesicular body protein 2b,CHMP2B,DOWN,0.0,0.0,6.0,0.09523809523809523,717.0,830.0,2551.5,717.0
A0A087WWW9, B-cell lymphoma/leukemia 10,BCL10,DOWN,0.0,0.0,4.0,0.06349206349206349,1541.5,1907.0,3544.5,1541.5
A0A087WXS0," Troponin I, fast skeletal muscle",TNNI2,UP,2.0,0.03333333333333333,2.0,0.031746031746031744,6369.0,6437.0,6527.5,6369.0
A0A087WYF1, Laminin subunit alpha-2,LAMA2,DOWN,4.0,0.06666666666666667,8.0,0.12698412698412698,3402.5,3271.0,3451.5,3271.0
A0A087WZ88, Retinoic acid receptor RXR-gamma,RXRG,DOWN,0.0,0.0,0.0,0.0,6824.0,6826.5,6828.0,6824.0
A0A087X0W9, Ubiquitinyl hydrolase 1; Deubiquitinase OTUD6B,OTUD6B,DOWN,0.0,0.0,0.0,0.0,6824.0,6826.5,6828.0,6824.0
A0A087X279, Interferon-induced protein with tetratricopeptide repeats 2 (Fragment); Interferon-induced protein with tetratricopeptide repeats 2,IFIT2,DOWN,0.0,0.0,2.0,0.031746031746031744,2825.0,3780.5,4873.0,2825.0
A0A087X2D5," 39S ribosomal protein L45, mitochondrial",MRPL45,DOWN,0.0,0.0,0.0,0.0,6824.0,6826.5,6828.0,6824.0
A0A0A0MQR2, Replication termination factor 2,RTF2,DOWN,0.0,0.0,0.0,0.0,6824.0,6826.5,6828.0,6824.0
A0A0A0MS99, ABC-type glutathione-S-conjugate transporter,ABCC1,DOWN,0.0,0.0,0.0,0.0,6824.0,6826.5,6828.0,6824.0
A0A0A6YYC0, Ribosomal protein S6 kinase alpha-4 (Fragment); Ribosomal protein S6 kinase,RPS6KA4,DOWN,0.0,0.0,1.0,0.015873015873015872,3923.5,5725.0,5776.0,3923.5
A0A0A6YYC7," HCG2042749, isoform CRA_d; E3 ubiquitin-protein ligase ZFP91",ZFP91-CNTF;ZFP91,DOWN,0.0,0.0,2.0,0.031746031746031744,2825.0,3780.5,4873.0,2825.0
A0A0A6YYH1, Arpin,C15orf38-AP3S2;ARPIN,DOWN,2.0,0.03333333333333333,9.0,0.14285714285714285,1247.5,1348.5,2165.5,1247.5
A0A0C4DG88, POU domain protein (Fragment),POU2F1,DOWN,0.0,0.0,1.0,0.015873015873015872,3923.5,5725.0,5776.0,3923.5
A0A0C4DGH0, CD276 antigen,CD276,DOWN,0.0,0.0,1.0,0.015873015873015872,3923.5,5725.0,5776.0,3923.5
A0A0C4DGQ6, Regulation of nuclear pre-mRNA domain-containing protein 1A,RPRD1A,DOWN,0.0,0.0,0.0,0.0,6824.0,6826.5,6828.0,6824.0
A0A0G2JSC0, Immunoglobulin lambda variable 5-45 (Fragment); Immunoglobulin lambda variable 5-45,IGLV5-45,DOWN,0.0,0.0,7.0,0.1111111111111111,479.0,541.0,2165.5,479.0
A0A0J9YWT2, Myelin protein P0; Myelin peripheral protein,MPZ,DOWN,1.0,0.016666666666666666,3.0,0.047619047619047616,4099.0,4328.0,5019.0,4099.0
A0A0U1RRB6, Exocyst complex component; Exocyst complex component 6B,EXOC6B,DOWN,0.0,0.0,0.0,0.0,6824.0,6826.5,6828.0,6824.0
A0A140T8Z1," HLA class II histocompatibility antigen, DQ beta 1 chain; HLA class II histocompatibility antigen DQ beta chain",HLA-DQB1,DOWN,0.0,0.0,1.0,0.015873015873015872,3923.5,5725.0,5776.0,3923.5
A0A1W2PQS6, RPS10-NUDT3 readthrough; RPS10-NUDT3 readthrough (Fragment),RPS10-NUDT3,DOWN,2.0,0.03333333333333333,8.0,0.12698412698412698,1653.5,1721.5,2508.0,1653.5
A0A286YEY5, Immunoglobulin heavy constant alpha 2 (Fragment); Immunoglobulin heavy constant alpha 2,IGHA2,UP,1.0,0.016666666666666666,1.0,0.015873015873015872,6471.0,6515.0,6527.5,6471.0
A0A2Q2TTZ9, Immunoglobulin kappa variable 1-33,IGKV1D-33;IGKV1-33,DOWN,12.0,0.2,22.0,0.3492063492063492,1742.5,1597.5,861.5,861.5
A0A2R8Y5V9, Tropomyosin alpha-4 chain; Tropomyosin alpha-4 chain (Fragment),TPM4,DOWN,0.0,0.0,4.0,0.06349206349206349,1541.5,1907.0,3544.5,1541.5
A0A2R8YDE6, Histone deacetylase 6,HDAC6,DOWN,0.0,0.0,2.0,0.031746031746031744,2825.0,3780.5,4873.0,2825.0
A0A2R8YDQ0, Uncharacterized protein; Vacuolar protein sorting-associated protein 33B,VPS33B,DOWN,0.0,0.0,1.0,0.015873015873015872,3923.5,5725.0,5776.0,3923.5
A0A2U3U034, Arylsulfatase B,ARSB,DOWN,3.0,0.05,7.0,0.1111111111111111,3129.0,3100.0,3611.0,3100.0
A0A3B3IRL2," Cellular repressor of E1A-stimulated genes 1, isoform CRA_a; Protein CREG1",CREG1,DOWN,6.0,0.1,13.0,0.20634920634920634,2226.5,2080.5,2184.0,2080.5
A0A3B3ISH6, Nucleolar protein 9 (Fragment); Nucleolar protein 9,NOP9,DOWN,0.0,0.0,0.0,0.0,6824.0,6826.5,6828.0,6824.0
A0A3B3ISK9," Malonate--CoA ligase ACSF3, mitochondrial",ACSF3,DOWN,0.0,0.0,0.0,0.0,6824.0,6826.5,6828.0,6824.0
A0A3B3IT47, WD repeat-containing protein 37,WDR37,DOWN,3.0,0.05,4.0,0.06349206349206349,5740.0,6012.0,6012.0,5740.0
A0A3B3IUC0, Integral membrane protein 2; Integral membrane protein 2B,ITM2B,DOWN,0.0,0.0,2.0,0.031746031746031744,2825.0,3780.5,4873.0,2825.0
A0A494C108, Protein KRI1 homolog,KRI1,DOWN,0.0,0.0,0.0,0.0,6824.0,6826.5,6828.0,6824.0
A0A590UK95, HECT-type E3 ubiquitin transferase; E3 ubiquitin-protein ligase,ITCH,DOWN,0.0,0.0,1.0,0.015873015873015872,3923.5,5725.0,5776.0,3923.5
A0A5F9UN28, K(+) channel subunit beta-2,KCNAB2,DOWN,0.0,0.0,1.0,0.015873015873015872,3923.5,5725.0,5776.0,3923.5
A0A5F9UY30, Trans-Golgi network integral membrane protein 2,TGOLN2,DOWN,0.0,0.0,2.0,0.031746031746031744,2825.0,3780.5,4873.0,2825.0
A0A5F9ZHG5, 2-arachidonoylglycerol hydrolase ABHD12 (Fragment),ABHD12,UP,1.0,0.016666666666666666,1.0,0.015873015873015872,6471.0,6515.0,6449.0,6449.0
A0A5F9ZHM9, Calcium/calmodulin-dependent protein kinase,CAMK2A,DOWN,0.0,0.0,2.0,0.031746031746031744,2825.0,3780.5,4873.0,2825.0
A0A5F9ZHR7, Lysosomal acid phosphatase,ACP2,DOWN,0.0,0.0,0.0,0.0,6824.0,6826.5,6828.0,6824.0
A0A5H1ZRQ7, Immunoglobulin lambda constant 7 (Fragment); Immunoglobulin lambda constant 7,IGLC7,DOWN,7.0,0.11666666666666667,16.0,0.25396825396825395,1582.5,1490.5,1426.0,1426.0
A0A5H1ZRS1, Pericentriolar material 1 protein,PCM1,DOWN,1.0,0.016666666666666666,6.0,0.09523809523809523,1695.5,1867.5,3002.0,1695.5
A0A5H1ZRS2, Immunoglobulin kappa variable 2D-28; Immunoglobulin kappa variable 2-28,IGKV2D-28;IGKV2-28,DOWN,6.0,0.1,20.0,0.31746031746031744,267.0,267.0,484.5,267.0
A0A6Q8PF35, Charged multivesicular body protein 1a,CHMP1A,DOWN,2.0,0.03333333333333333,12.0,0.19047619047619047,408.5,422.5,1178.0,408.5
A0A7I2V643, Serine/threonine-protein kinase TBK1,TBK1,DOWN,7.0,0.11666666666666667,23.0,0.36507936507936506,133.0,137.0,287.5,133.0
A0A7I2YQA5, V-type proton ATPase subunit S1,ATP6AP1,DOWN,0.0,0.0,2.0,0.031746031746031744,2825.0,3780.5,4873.0,2825.0
A0A7P0TA34, Brefeldin A-inhibited guanine nucleotide-exchange protein 2,ARFGEF2;,DOWN,1.0,0.016666666666666666,7.0,0.1111111111111111,1267.5,1401.5,2650.0,1267.5
A0A7P0TB97, DnaJ homolog subfamily C member 10,DNAJC10,DOWN,0.0,0.0,0.0,0.0,6824.0,6826.5,6828.0,6824.0
A2AAZ0," HLA class II histocompatibility antigen, DQ beta 1 chain; HLA class II histocompatibility antigen DQ beta chain",HLA-DQB1,DOWN,1.0,0.016666666666666666,5.0,0.07936507936507936,2253.5,2450.5,3505.5,2253.5
A6NGJ0, Dynein light chain Tctex-type 3,DYNLT3,UP,1.0,0.016666666666666666,1.0,0.015873015873015872,6471.0,6515.0,6527.5,6471.0
A6NIW2, Dedicator of cytokinesis protein 11,DOCK11,DOWN,0.0,0.0,3.0,0.047619047619047616,2063.0,2638.0,4153.0,2063.0
A8MUA9," SMT3 suppressor of mif two 3 homolog 3 (Yeast), isoform CRA_d; Small ubiquitin-related modifier 3",SUMO3,DOWN,6.0,0.1,12.0,0.19047619047619047,2673.0,2533.0,2442.0,2442.0
B0UXQ0," HLA class I histocompatibility antigen, A alpha chain",HLA-A,DOWN,0.0,0.0,9.0,0.14285714285714285,201.5,193.5,1527.5,193.5
B1AH87, Peripheral-type benzodiazepine receptor (Fragment); Translocator protein,TSPO,DOWN,3.0,0.05,17.0,0.2698412698412698,108.0,100.0,503.0,100.0
B1AMU3, Exosome complex component CSL4 OS=Homo sapiens OX=9606 GN=E,EXOSC1,DOWN,0.0,0.0,1.0,0.015873015873015872,3923.5,5725.0,5776.0,3923.5
B7Z2Y2, Component of oligomeric Golgi complex 2; Conserved oligomeric Golgi complex subunit 2,COG2,DOWN,0.0,0.0,0.0,0.0,6824.0,6826.5,6828.0,6824.0
B7Z5N5, Mothers against decapentaplegic homolog; Mothers against decapentaplegic homolog 3,SMAD2;SMAD3,UP,3.0,0.05,3.0,0.047619047619047616,6311.0,6390.0,6527.5,6311.0
B7Z683, Active breakpoint cluster region-related protein; Active breakpoint cluster region-related protein (Fragment),ABR,DOWN,2.0,0.03333333333333333,6.0,0.09523809523809523,2747.5,2818.5,3544.5,2747.5
B7ZM99," Formyltetrahydrofolate synthetase; Monofunctional C1-tetrahydrofolate synthase, mitochondrial",MTHFD1L,DOWN,0.0,0.0,0.0,0.0,6824.0,6826.5,6828.0,6824.0
C9IY88," 3-hydroxyanthranilate 3,4-dioxygenase (Fragment); 3-hydroxyanthranilate 3,4-dioxygenase",HAAO,DOWN,2.0,0.03333333333333333,8.0,0.12698412698412698,1653.5,1721.5,2619.5,1653.5
C9J0H3, Phospholipid scramblase (Fragment); Phospholipid scramblase,PLSCR1,DOWN,2.0,0.03333333333333333,4.0,0.06349206349206349,4585.0,4681.0,4988.5,4585.0
C9J931, GTP-binding protein Rheb,RHEB,DOWN,1.0,0.016666666666666666,5.0,0.07936507936507936,2253.5,2450.5,3505.5,2253.5
C9JAX1," Frataxin intermediate form; Frataxin, mitochondrial; Uncharacterized protein (Fragment)",FXN,DOWN,0.0,0.0,1.0,0.015873015873015872,3923.5,5725.0,5776.0,3923.5
C9JEH7," 40S ribosomal protein S4, Y isoform 1 (Fragment); 40S ribosomal protein S4, Y isoform 1",RPS4Y1,DOWN,0.0,0.0,0.0,0.0,6824.0,6826.5,6828.0,6824.0
C9JJ19," 28S ribosomal protein S34, mitochondrial",MRPS34,DOWN,0.0,0.0,1.0,0.015873015873015872,3923.5,5725.0,5776.0,3923.5
C9JJT5, ATP synthase membrane subunit f; ATP5MF-PTCD1 readthrough,ATP5MF-PTCD1,DOWN,0.0,0.0,5.0,0.07936507936507936,1105.5,1325.0,3022.0,1105.5
C9JYN0, Synaptophysin-like protein 1,SYPL1,DOWN,11.0,0.18333333333333332,21.0,0.3333333333333333,1660.5,1534.5,1188.5,1188.5
D3YTK1, B-cell lymphoma/leukemia 11B,BCL11B,DOWN,0.0,0.0,0.0,0.0,6824.0,6826.5,6828.0,6824.0
D6RAA6, Transmembrane protein 33 (Fragment); Transmembrane protein 33,TMEM33,DOWN,3.0,0.05,8.0,0.12698412698412698,2474.0,2490.0,2974.5,2474.0
D6REA1, Nucleotide exchange factor SIL1,SIL1,DOWN,0.0,0.0,0.0,0.0,6824.0,6826.5,6828.0,6824.0
D6REK3, Spliceosome-associated protein CWC27 homolog,CWC27,DOWN,0.0,0.0,1.0,0.015873015873015872,3923.5,5725.0,5776.0,3923.5
D6RIY6, Exosome complex component RRP45 OS=Homo sapiens OX=9606 GN=E,EXOSC9,DOWN,0.0,0.0,1.0,0.015873015873015872,3923.5,5725.0,5776.0,3923.5
E5RGQ3, RWD domain-containing protein 1 (Fragment); RWD domain-containing protein 1,RWDD1,DOWN,0.0,0.0,1.0,0.015873015873015872,3923.5,5725.0,5776.0,3923.5
E5RHD8, Focal adhesion kinase 1,PTK2;P,DOWN,1.0,0.016666666666666666,4.0,0.06349206349206349,3016.0,3182.5,4211.5,3016.0
E7ETU5," RNA-binding motif, single-stranded-interacting protein 1",RBMS1,DOWN,1.0,0.016666666666666666,3.0,0.047619047619047616,4099.0,4328.0,4988.5,4099.0
E7EVQ6, Squalene monooxygenase,SQLE,DOWN,0.0,0.0,0.0,0.0,6824.0,6826.5,6828.0,6824.0
E7EW05, Protein SDA1; Protein SDA1 homolog,SDAD1,DOWN,0.0,0.0,1.0,0.015873015873015872,3923.5,5725.0,5776.0,3923.5
E9PDP5, Ankyrin repeat and KH domain-containing protein 1 (Fragment); Ankyrin repeat domain-containing protein 17 (Fragment),ANKHD1;ANKRD17,DOWN,0.0,0.0,0.0,0.0,6824.0,6826.5,6828.0,6824.0
E9PGC8, Microtubule-associated protein 1A,MAP1A,DOWN,1.0,0.016666666666666666,2.0,0.031746031746031744,5186.5,5892.5,5892.0,5186.5
E9PLV6, Glycosylphosphatidylinositol anchor attachment 1 protein; Glycosylphosphatidylinositol anchor attachment 1 protein (Fragment),GPAA1,DOWN,0.0,0.0,1.0,0.015873015873015872,3923.5,5725.0,5776.0,3923.5
E9PMI6," Chloride channel, nucleotide sensitive 1A",CLNS1A,DOWN,2.0,0.03333333333333333,8.0,0.12698412698412698,1653.5,1721.5,2582.0,1653.5
E9PNC7, Dr1-associated corepressor (Fragment); Dr1-associated corepressor,DRAP1,DOWN,0.0,0.0,2.0,0.031746031746031744,2825.0,3780.5,4873.0,2825.0
E9PPJ5, Midkine (Fragment); Midkine,MDK,DOWN,0.0,0.0,3.0,0.047619047619047616,2063.0,2638.0,4153.0,2063.0
E9PQ15, Plakophilin-3 (Fragment),PKP3,DOWN,0.0,0.0,0.0,0.0,6824.0,6826.5,6828.0,6824.0
E9PQ61, Zinc finger CCCH domain-containing protein 11A,ZC3H11A,DOWN,0.0,0.0,3.0,0.047619047619047616,2063.0,2638.0,4153.0,2063.0
E9PQY2, Prefoldin subunit 4,PFDN4,DOWN,4.0,0.06666666666666667,15.0,0.23809523809523808,501.5,524.5,1084.0,501.5
E9PR30, 40S ribosomal protein S30,FAU,DOWN,5.0,0.08333333333333333,16.0,0.25396825396825395,637.0,640.0,1059.0,637.0
F2Z2U4, Transformation/transcription domain-associated protein,TRRAP,DOWN,1.0,0.016666666666666666,5.0,0.07936507936507936,2253.5,2450.5,3505.5,2253.5
F5H5N1, Complex I-20kD,NDUFS7,DOWN,1.0,0.016666666666666666,2.0,0.031746031746031744,5186.5,5892.5,5892.0,5186.5
F6XZD3, Ankyrin repeat domain-containing protein 35,ANKRD35,DOWN,0.0,0.0,2.0,0.031746031746031744,2825.0,3780.5,4873.0,2825.0
F8VUB4, CCR4-NOT transcription complex subunit 2; CCR4-NOT transcription complex subunit 2 (Fragment),CNOT2,DOWN,2.0,0.03333333333333333,7.0,0.1111111111111111,2187.5,2256.5,3092.5,2187.5
F8VXI9, ARF GTPase-activating protein GIT2,GIT2,DOWN,0.0,0.0,2.0,0.031746031746031744,2825.0,3780.5,4873.0,2825.0
F8VZ44, Aladin; Aladin (Fragment),AAAS,UP,1.0,0.016666666666666666,1.0,0.015873015873015872,6471.0,6515.0,6449.0,6449.0
F8W733, BRISC and BRCA1-A complex member 2 (Fragment); BRISC and BRCA1-A complex member 2,BABAM2,DOWN,2.0,0.03333333333333333,5.0,0.07936507936507936,3456.0,3605.0,4246.5,3456.0
G3V236, X-linked retinitis pigmentosa GTPase regulator-interacting protein 1,RPGRIP1,DOWN,6.0,0.1,17.0,0.2698412698412698,792.0,772.0,995.0,772.0
G3V2U7, Acylphosphatase; Acylphosphatase-1,ACYP1,DOWN,0.0,0.0,5.0,0.07936507936507936,1105.5,1325.0,3022.0,1105.5
G3V582, Molybdopterin molybdenumtransferase; Gephyrin,GPHN,DOWN,1.0,0.016666666666666666,3.0,0.047619047619047616,4099.0,4328.0,4873.0,4099.0
G3V5L1, Protein max; Myc-associated factor X,MAX,DOWN,0.0,0.0,0.0,0.0,6824.0,6826.5,6828.0,6824.0
G3V5Z3, Serine/threonine-protein phosphatase 4 regulatory subunit 3A,PPP4R3A,DOWN,0.0,0.0,0.0,0.0,6824.0,6826.5,6828.0,6824.0
G5E975, SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1,SMARCB1,DOWN,0.0,0.0,0.0,0.0,6824.0,6826.5,6828.0,6824.0
G5EA06," 28S ribosomal protein S27, mitochondrial",MRPS27,DOWN,0.0,0.0,1.0,0.015873015873015872,3923.5,5725.0,5776.0,3923.5
H0Y488, AT-rich interactive domain-containing protein 1A,ARID1A,DOWN,0.0,0.0,0.0,0.0,6824.0,6826.5,6828.0,6824.0
H0Y755, Low affinity immunoglobulin gamma Fc region receptor III-A,FCGR3A,DOWN,2.0,0.03333333333333333,12.0,0.19047619047619047,408.5,422.5,1213.5,408.5
H0Y886," Complex I-SGDH (Fragment); NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial",NDUFB5,DOWN,0.0,0.0,0.0,0.0,6824.0,6826.5,6828.0,6824.0
H0Y8C3, Mitochondrial carrier homolog 1 (Fragment); Mitochondrial carrier homolog 1,MTCH1,UP,1.0,0.016666666666666666,0.0,0.0,3697.5,5465.5,5580.5,3697.5
